Strategy,Trade_Number,Position_ID,Opening_Time,Closing_Time,Position_Type,Trade_Rule,Entry_Price,Exit_Price,Price_Difference,PnL,Position_Size_USD,Return_Percent,Holding_Period,Result,Signal_Strength,Predicted_Price,Shares,Open_Action,Close_Action,Debug_Info
Ultra Aggressive,69,P69,2025-04-09 15:30:00,2025-04-10 02:30:00,SHORT,DIRECT_SHORT,3078.8,3113.72,34.93,-3.3,290.66,-1.13,0.0,FAILED,0.017411647030412983,3025.1881081809997,0.0944,OPEN_SHORT_P69,CLOSE_SHORT_P69,"ID:P69, Rule:DIRECT_SHORT, Type:SHORT, Shares:0.0944, PnL:$-3.30, Status:CLOSED"
Ultra Aggressive,70,P70,2025-04-09 16:00:00,2025-04-10 03:00:00,SHORT,DIRECT_SHORT,3088.55,3125.34,36.78,-3.48,292.6,-1.19,0.0,FAILED,0.02166229143207864,3021.649821485996,0.0947,OPEN_SHORT_P70,CLOSE_SHORT_P70,"ID:P70, Rule:DIRECT_SHORT, Type:SHORT, Shares:0.0947, PnL:$-3.48, Status:CLOSED"
Ultra Aggressive,71,P71,2025-04-10 02:30:00,2025-04-10 22:00:00,LONG,DIRECT_LONG,3113.72,3179.52,65.8,6.14,290.54,2.11,0.0,SUCCESS,0.044242869805018244,3251.4851297836303,0.0933,OPEN_LONG_P71,CLOSE_LONG_P71,"ID:P71, Rule:DIRECT_LONG, Type:LONG, Shares:0.0933, PnL:$6.14, Status:CLOSED"
Ultra Aggressive,72,P72,2025-04-10 03:00:00,2025-04-10 23:30:00,LONG,DIRECT_LONG,3125.34,3189.04,63.7,5.9,289.5,2.04,0.0,SUCCESS,0.03745651820159312,3242.399167313576,0.0926,OPEN_LONG_P72,CLOSE_LONG_P72,"ID:P72, Rule:DIRECT_LONG, Type:LONG, Shares:0.0926, PnL:$5.90, Status:CLOSED"
Ultra Aggressive,73,P73,2025-04-10 03:30:00,2025-04-10 22:30:00,LONG,DIRECT_LONG,3121.68,3186.48,64.81,6.01,289.5,2.08,0.0,SUCCESS,0.03726953233733852,3238.0183673591614,0.0927,OPEN_LONG_P73,CLOSE_LONG_P73,"ID:P73, Rule:DIRECT_LONG, Type:LONG, Shares:0.0927, PnL:$6.01, Status:CLOSED"
Ultra Aggressive,74,P74,2025-04-10 22:00:00,2025-04-11 00:30:00,SHORT,DIRECT_SHORT,3179.53,3212.2,32.67,-2.99,291.34,-1.03,0.0,FAILED,0.046512705060357526,3031.636691442967,0.0916,OPEN_SHORT_P74,CLOSE_SHORT_P74,"ID:P74, Rule:DIRECT_SHORT, Type:SHORT, Shares:0.0916, PnL:$-2.99, Status:CLOSED"
Ultra Aggressive,75,P75,2025-04-10 22:30:00,2025-04-11 09:00:00,SHORT,DIRECT_SHORT,3186.49,3218.46,31.98,-2.94,293.14,-1.0,0.0,FAILED,0.05212967790867825,3020.3745632891655,0.092,OPEN_SHORT_P75,CLOSE_SHORT_P75,"ID:P75, Rule:DIRECT_SHORT, Type:SHORT, Shares:0.0920, PnL:$-2.94, Status:CLOSED"
Ultra Aggressive,76,P76,2025-04-10 23:30:00,2025-04-11 09:30:00,SHORT,DIRECT_SHORT,3189.03,3222.02,32.98,-3.05,294.91,-1.03,0.0,FAILED,0.05849399012051036,3002.495618216038,0.0925,OPEN_SHORT_P76,CLOSE_SHORT_P76,"ID:P76, Rule:DIRECT_SHORT, Type:SHORT, Shares:0.0925, PnL:$-3.05, Status:CLOSED"
Ultra Aggressive,77,P77,2025-04-11 00:30:00,2025-04-16 04:00:00,LONG,DIRECT_LONG,3212.2,3279.4,67.21,6.15,294.02,2.09,0.0,SUCCESS,0.0534239634644337,3040.5868116793636,0.0915,OPEN_LONG_P77,CLOSE_LONG_P77,"ID:P77, Rule:DIRECT_LONG, Type:LONG, Shares:0.0915, PnL:$6.15, Status:CLOSED"
Ultra Aggressive,78,P78,2025-04-11 09:00:00,2025-04-16 05:00:00,LONG,DIRECT_LONG,3218.47,3287.18,68.72,6.26,293.13,2.14,0.0,SUCCESS,0.01805304218054498,3276.568084401608,0.0911,OPEN_LONG_P78,CLOSE_LONG_P78,"ID:P78, Rule:DIRECT_LONG, Type:LONG, Shares:0.0911, PnL:$6.26, Status:CLOSED"
Ultra Aggressive,79,P79,2025-04-11 10:00:00,2025-04-16 01:00:00,SHORT,DIRECT_SHORT,3234.47,3269.38,34.91,-3.15,292.22,-1.08,0.0,FAILED,0.05699442705710554,3050.1185204887393,0.0903,OPEN_SHORT_P79,CLOSE_SHORT_P79,"ID:P79, Rule:DIRECT_SHORT, Type:SHORT, Shares:0.0903, PnL:$-3.15, Status:CLOSED"
Ultra Aggressive,80,P80,2025-04-16 01:00:00,2025-04-16 18:30:00,LONG,DIRECT_LONG,3269.38,3337.92,68.55,6.11,291.27,2.1,0.0,SUCCESS,0.011383870273911717,3306.59314087677,0.0891,OPEN_LONG_P80,CLOSE_LONG_P80,"ID:P80, Rule:DIRECT_LONG, Type:LONG, Shares:0.0891, PnL:$6.11, Status:CLOSED"
Ultra Aggressive,81,P81,2025-04-16 04:00:00,2025-04-16 22:00:00,LONG,DIRECT_LONG,3279.41,3354.06,74.66,6.67,293.12,2.28,0.0,SUCCESS,0.018158295802704304,3338.9534060468677,0.0894,OPEN_LONG_P81,CLOSE_LONG_P81,"ID:P81, Rule:DIRECT_LONG, Type:LONG, Shares:0.0894, PnL:$6.67, Status:CLOSED"
Ultra Aggressive,82,P82,2025-04-16 05:00:00,2025-04-16 22:00:00,LONG,DIRECT_LONG,3287.18,3354.06,66.88,6.0,295.0,2.03,0.0,SUCCESS,0.0146321695551636,3335.2836482791904,0.0897,OPEN_LONG_P82,CLOSE_LONG_P82,"ID:P82, Rule:DIRECT_LONG, Type:LONG, Shares:0.0897, PnL:$6.00, Status:CLOSED"
Ultra Aggressive,83,P83,2025-04-16 18:30:00,2025-04-17 14:30:00,LONG,DIRECT_LONG,3337.93,3294.34,-43.59,-3.88,296.83,-1.31,0.0,FAILED,0.10508081223147082,2987.173129832268,0.0889,OPEN_LONG_P83,CLOSE_LONG_P83,"ID:P83, Rule:DIRECT_LONG, Type:LONG, Shares:0.0889, PnL:$-3.88, Status:CLOSED"
Ultra Aggressive,84,P84,2025-04-16 22:00:00,2025-04-21 06:00:00,SHORT,DIRECT_SHORT,3354.07,3387.82,33.76,-3.03,300.63,-1.01,0.0,FAILED,0.09949150428796592,3020.3640276703836,0.0896,OPEN_SHORT_P84,CLOSE_SHORT_P84,"ID:P84, Rule:DIRECT_SHORT, Type:SHORT, Shares:0.0896, PnL:$-3.03, Status:CLOSED"
Ultra Aggressive,85,P85,2025-04-16 22:30:00,2025-04-21 06:00:00,SHORT,DIRECT_SHORT,3352.57,3387.82,35.25,-3.16,300.63,-1.05,0.0,FAILED,0.10026927368908091,3016.4147397618294,0.0897,OPEN_SHORT_P85,CLOSE_SHORT_P85,"ID:P85, Rule:DIRECT_SHORT, Type:SHORT, Shares:0.0897, PnL:$-3.16, Status:CLOSED"
Ultra Aggressive,86,P86,2025-04-17 14:30:00,2025-04-20 22:00:00,SHORT,DIRECT_SHORT,3294.34,3338.2,43.87,-3.99,299.47,-1.33,0.0,FAILED,0.09157987292374889,2992.6402193317417,0.0909,OPEN_SHORT_P86,CLOSE_SHORT_P86,"ID:P86, Rule:DIRECT_SHORT, Type:SHORT, Shares:0.0909, PnL:$-3.99, Status:CLOSED"
Ultra Aggressive,87,P87,2025-04-20 22:00:00,2025-04-21 09:45:00,LONG,DIRECT_LONG,3338.2,3394.64,56.44,5.04,298.27,1.69,0.0,SUCCESS,0.09578566277658189,3018.4528215909004,0.0894,OPEN_LONG_P87,CLOSE_LONG_P87,"ID:P87, Rule:DIRECT_LONG, Type:LONG, Shares:0.0894, PnL:$5.04, Status:CLOSED"
Ultra Aggressive,88,P88,2025-04-21 06:00:00,2025-04-21 09:45:00,SHORT,DIRECT_SHORT,3387.82,3394.64,6.82,-0.6,296.41,-0.2,0.0,FAILED,0.013015735998195265,3343.729964191914,0.0875,OPEN_SHORT_P88,CLOSE_SHORT_P88,"ID:P88, Rule:DIRECT_SHORT, Type:SHORT, Shares:0.0875, PnL:$-0.60, Status:CLOSED"
Ultra Aggressive,89,P89,2025-04-21 06:30:00,2025-04-21 09:45:00,SHORT,DIRECT_SHORT,3390.72,3394.64,3.93,-0.34,296.41,-0.12,0.0,FAILED,0.013648853858785288,3344.435626488209,0.0874,OPEN_SHORT_P89,CLOSE_SHORT_P89,"ID:P89, Rule:DIRECT_SHORT, Type:SHORT, Shares:0.0874, PnL:$-0.34, Status:CLOSED"
