counter,time,open,high,low,close,tick_volume,spread,real_volume
53,1739781900,2895.86,2897.6,2894.69,2896.43,937,0,0
54,1739782800,2896.42,2901.04,2896.24,2900.63,1126,0,0
55,1739783700,2900.79,2900.79,2898.82,2899.68,970,2,0
56,1739784600,2899.66,2902.48,2898.93,2901.35,769,0,0
57,1739785500,2901.22,2903.61,2899.29,2902.59,1047,0,0
58,1739786400,2902.61,2902.7,2899.79,2900.29,867,0,0
59,1739787300,2900.23,2901,2898.96,2899.41,1143,0,0
60,1739788200,2899.4,2900.18,2895.19,2898.17,1249,3,0
61,1739789100,2898.14,2901.73,2897.78,2900.17,790,0,0
62,1739790000,2900.23,2903.87,2900.23,2903.24,1007,6,0
63,1739790900,2903.2,2906.41,2902.35,2902.75,1051,0,0
64,1739791800,2902.82,2903.83,2901.7,2903.42,1007,0,0
65,1739792700,2903.29,2903.75,2902.18,2902.63,700,0,0
66,1739793600,2902.57,2902.94,2901.51,2901.93,659,2,0
67,1739794500,2901.85,2902.8,2897.93,2898.17,965,0,0
68,1739795400,2898.32,2900.77,2895.53,2898.4,1099,1,0
69,1739796300,2898.42,2903.01,2897.57,2902.9,878,3,0
70,1739797200,2902.99,2903.93,2899.09,2899.37,905,5,0
71,1739798100,2899.4,2901.21,2897.91,2900.06,872,0,0
72,1739799000,2900.01,2901.3,2899.65,2900.65,657,3,0
73,1739799900,2900.66,2901.22,2899.44,2900.92,769,1,0
74,1739800800,2901.07,2901.72,2896.68,2897.37,1033,0,0
75,1739801700,2897.38,2899.01,2895.44,2897.24,814,2,0
76,1739802600,2897.09,2899.94,2896.79,2899.28,636,11,0
77,1739803500,2899.29,2900.28,2897.54,2897.56,708,7,0
78,1739804400,2897.51,2898.65,2896.8,2897.49,1218,0,0
79,1739805300,2897.5,2899.09,2895.65,2897.6,1088,0,0
80,1739806200,2897.71,2899.09,2896.16,2896.54,1154,0,0
81,1739807100,2896.5,2898.34,2895.52,2896.75,902,3,0
82,1739808000,2896.75,2898.85,2896.45,2897.47,1145,3,0
83,1739808900,2897.5,2898.88,2896.84,2897.93,905,0,0
84,1739809800,2897.98,2900.23,2897.63,2899.87,1124,0,0
85,1739810700,2899.97,2903.95,2899.09,2902.96,1240,0,0
86,1739811600,2903.13,2904.08,2899.07,2900.5,1175,0,0
87,1739812500,2900.53,2901.97,2898.97,2899.66,1226,0,0
88,1739813400,2899.66,2901.32,2899.21,2899.33,839,2,0
89,1739814300,2899.39,2900.03,2898,2899.24,1078,0,0
90,1739815200,2899.31,2901.21,2899.01,2900.85,923,1,0
91,1739816100,2900.86,2900.86,2897.54,2898.03,683,7,0
92,1739817000,2898.12,2898.37,2896.5,2896.91,689,7,0
93,1739817900,2896.92,2900.32,2896.46,2899.18,572,7,0
94,1739818800,2899.18,2899.59,2897.71,2898.72,594,0,0
95,1739819700,2898.78,2899.68,2898.4,2899.14,440,7,0
96,1739820600,2898.94,2899.45,2898.35,2898.6,542,6,0
97,1739821500,2898.71,2898.72,2897.92,2898.47,561,6,0
98,1739822400,2898.32,2899.13,2897.08,2897.78,531,7,0
99,1739823300,2897.69,2898.56,2897.46,2898.34,468,4,0
100,1739824200,2898.25,2898.49,2897.16,2898.16,365,0,0
101,1739825100,2898.16,2898.57,2897.25,2898.39,298,0,0
102,1739826000,2898.36,2898.44,2897.36,2897.36,330,7,0
103,1739826900,2897.35,2899.48,2896.89,2899.46,411,0,0
104,1739840400,2898.75,2898.98,2897.64,2897.66,138,24,0
105,1739841300,2897.66,2898.22,2897.14,2897.52,98,4,0
106,1739842200,2897.59,2898.3,2896.92,2898.3,157,14,0
107,1739843100,2898.3,2899.46,2898.2,2899.39,253,1,0
108,1739844000,2899.2,2899.72,2898.95,2899.49,371,9,0
109,1739844900,2899.49,2899.58,2898.39,2898.66,239,0,0
110,1739845800,2898.74,2900.29,2898.68,2899.71,296,0,0
111,1739846700,2899.71,2900.4,2898.62,2899.38,352,8,0
112,1739847600,2899.31,2900,2894.87,2896.61,939,0,0
113,1739848500,2896.61,2898.3,2895.24,2895.24,704,3,0
114,1739849400,2895.25,2897.73,2891.99,2895.98,919,0,0
115,1739850300,2895.99,2895.99,2894.18,2895.68,769,1,0
116,1739851200,2895.8,2898.37,2895.34,2898.35,753,2,0
117,1739852100,2898.34,2899.11,2896.51,2897.18,624,7,0
118,1739853000,2897.22,2905.01,2896.73,2903.5,880,0,0
119,1739853900,2903.49,2904.5,2902.12,2903.04,1073,2,0
120,1739854800,2903.01,2909.1,2902.69,2908.66,1092,0,0
121,1739855700,2908.59,2909.91,2907.55,2909.13,809,3,0
122,1739856600,2909.17,2910.83,2908.03,2909.24,774,0,0
123,1739857500,2909.22,2909.22,2906.13,2908.89,719,8,0
124,1739858400,2908.83,2908.88,2907.24,2907.91,417,11,0
125,1739859300,2907.9,2909.26,2907.52,2909.11,374,6,0
126,1739860200,2909.18,2909.8,2907.7,2909.69,519,0,0
127,1739861100,2909.64,2911.01,2908.75,2910.66,527,0,0
128,1739862000,2910.92,2914.09,2909.69,2912.98,891,4,0
129,1739862900,2913.06,2913.87,2911.74,2913.28,530,7,0
130,1739863800,2913.31,2915.55,2912.26,2912.5,977,0,0
131,1739864700,2912.5,2914.18,2910.22,2910.66,786,11,0
132,1739865600,2910.51,2914.26,2910.02,2913.91,778,5,0
133,1739866500,2913.91,2914.31,2911.74,2912.92,709,7,0
134,1739867400,2912.91,2912.97,2911.21,2911.85,673,1,0
135,1739868300,2911.85,2913.73,2910.96,2913.68,578,8,0
136,1739869200,2913.59,2915.45,2912.72,2913.66,776,5,0
137,1739870100,2913.66,2914.65,2913.15,2913.54,578,1,0
138,1739871000,2913.53,2914.08,2911.15,2911.88,622,1,0
139,1739871900,2911.86,2912.03,2908.53,2911.55,961,0,0
140,1739872800,2911.58,2912.96,2908.25,2911.48,1045,0,0
141,1739873700,2911.48,2911.78,2909.76,2910.58,704,6,0
142,1739874600,2910.6,2913.28,2909.48,2911.95,691,6,0
143,1739875500,2912.04,2912.87,2911.35,2912.39,666,3,0
144,1739876400,2912.41,2912.89,2910.63,2911.48,707,4,0
145,1739877300,2911.48,2912.12,2910.08,2912.07,723,7,0
146,1739878200,2912.15,2913.46,2911.32,2912.03,539,8,0
147,1739879100,2912.03,2913.07,2910.31,2912.65,617,0,0
148,1739880000,2912.66,2913.44,2911.41,2911.62,643,1,0
149,1739880900,2911.54,2911.98,2909.68,2909.86,783,6,0
150,1739881800,2909.83,2911,2908.03,2908.45,857,0,0
151,1739882700,2907.98,2911.36,2906.96,2911.25,780,5,0
152,1739883600,2911.37,2912.4,2909.65,2911.26,833,3,0
153,1739884500,2911.25,2912.36,2910.9,2911.2,473,5,0
154,1739885400,2911.19,2912.95,2910.83,2911.89,623,5,0
155,1739886300,2911.73,2914.97,2911.73,2914.2,660,7,0
156,1739887200,2914.19,2915.12,2912.13,2913.02,944,0,0
157,1739888100,2913.02,2915.41,2912.2,2914.38,708,4,0
158,1739889000,2914.51,2916.75,2914.21,2916.36,761,4,0
159,1739889900,2916.33,2918.83,2916.29,2918.15,908,2,0
160,1739890800,2918.16,2918.63,2913.43,2914.57,1298,1,0
161,1739891700,2914.6,2918.51,2914.18,2917.23,1117,5,0
162,1739892600,2918,2920.48,2915.88,2919.88,1191,5,0
163,1739893500,2919.91,2921.36,2917.52,2918.88,1075,0,0
164,1739894400,2918.85,2922.44,2918.7,2919.98,1158,6,0
165,1739895300,2919.92,2923.4,2917.74,2923.4,1174,0,0
166,1739896200,2923.38,2924.92,2922.48,2924.11,1371,4,0
167,1739897100,2924.32,2928.74,2923.43,2927.96,1274,0,0
168,1739898000,2927.92,2929.58,2925.07,2929.14,1261,0,0
169,1739898900,2929.34,2929.45,2925.55,2926.33,1398,2,0
170,1739899800,2926.44,2928.7,2923.69,2927.31,1284,3,0
171,1739900700,2927.32,2928.48,2926.14,2927.14,1156,4,0
172,1739901600,2927,2928.21,2924.22,2928.15,1196,0,0
173,1739902500,2928.12,2929.16,2926.68,2927.87,1291,5,0
174,1739903400,2928.04,2931.83,2927.4,2931.03,1132,3,0
175,1739904300,2931.1,2933.76,2930.45,2932.8,1139,0,0
176,1739905200,2932.75,2933.67,2930.88,2931.71,1080,0,0
177,1739906100,2931.67,2932.81,2930.94,2931.91,929,0,0
178,1739907000,2931.73,2932.76,2931.07,2931.13,1048,4,0
179,1739907900,2931.13,2931.73,2929.65,2931.17,934,1,0
180,1739908800,2931.19,2931.99,2929.86,2929.9,800,0,0
181,1739909700,2930.01,2930.6,2928.32,2929.98,972,2,0
182,1739910600,2930.07,2932.22,2930.05,2931.98,793,5,0
183,1739911500,2931.98,2933.78,2931.73,2933.32,860,2,0
184,1739912400,2933.36,2933.81,2932.04,2932.31,829,2,0
185,1739913300,2932.3,2933.69,2931.99,2933.34,751,0,0
186,1739914200,2933.32,2935.77,2932.97,2935.4,915,0,0
187,1739915100,2935.4,2937.06,2935.33,2935.93,853,1,0
188,1739916000,2935.9,2936.78,2935.3,2936.69,706,0,0
189,1739916900,2936.68,2936.82,2934.69,2934.8,743,4,0
190,1739917800,2934.8,2935.13,2933.65,2933.97,862,2,0
191,1739918700,2933.99,2935.15,2932.46,2933.54,1095,0,0
