time,open,high,low,close
1730776500.0,2729.195,2730.375,2727.615,2730.205
1730777400.0,2730.235,2734.195,2729.894,2733.815
1730778300.0,2733.785,2735.855,2733.225,2735.165
1730779200.0,2735.165,2735.835,2734.675,2734.965
1730780100.0,2734.995,2736.225,2734.605,2735.178
1730781000.0,2735.168,2735.195,2733.025,2734.778
1730781900.0,2734.778,2735.285,2733.735,2734.315
1730782800.0,2734.295,2735.295,2733.835,2735.145
1730783700.0,2735.145,2736.395,2735.145,2735.565
1730784600.0,2735.565,2737.095,2734.985,2735.355
1730785500.0,2735.375,2735.375,2731.785,2732.435
1730786400.0,2732.425,2734.655,2731.605,2733.895
1730787300.0,2733.885,2734.865,2733.045,2733.975
1730788200.0,2733.975,2738.165,2733.665,2737.635
1730789100.0,2737.665,2738.705,2737.035,2737.675
1730790000.0,2737.685,2740.845,2737.065,2740.555
1730790900.0,2740.555,2741.235,2739.275,2740.695
1730791800.0,2740.695,2740.695,2736.055,2736.305
1730792700.0,2736.275,2737.068,2735.065,2736.305
1730793600.0,2736.335,2736.335,2731.958,2732.275
1730794500.0,2732.275,2736.215,2732.145,2735.905
1730795400.0,2735.925,2739.764,2735.685,2738.885
1730796300.0,2738.885,2743.135,2738.745,2742.415
1730797200.0,2742.415,2744.735,2741.605,2744.545
1730798100.0,2744.595,2744.935,2742.315,2742.705
1730799000.0,2742.705,2742.795,2740.988,2741.985
1730799900.0,2741.985,2742.055,2738.735,2739.825
1730800800.0,2739.805,2739.995,2737.055,2737.485
1730801700.0,2737.515,2737.715,2735.495,2737.475
1730802600.0,2737.485,2740.115,2736.805,2738.745
1730803500.0,2738.745,2739.445,2737.045,2737.725
1730804400.0,2737.715,2740.348,2737.715,2739.855
1730805300.0,2739.865,2740.935,2738.535,2740.885
1730806200.0,2740.895,2742.395,2739.825,2740.255
1730807100.0,2740.255,2742.825,2739.195,2741.595
1730808000.0,2741.585,2742.985,2741.205,2741.985
1730808900.0,2741.985,2742.408,2739.905,2740.135
1730809800.0,2740.115,2740.515,2738.985,2739.555
1730810700.0,2739.525,2740.345,2737.448,2737.774
1730811600.0,2737.785,2738.865,2736.898,2738.515
1730812500.0,2738.505,2741.855,2736.248,2741.745
1730813400.0,2741.748,2744.388,2741.215,2744.308
1730814300.0,2744.298,2746.568,2743.395,2744.605
1730815200.0,2744.605,2746.695,2743.125,2744.145
1730816100.0,2744.125,2747.608,2743.345,2747.548
1730817000.0,2747.648,2749.875,2744.165,2745.055
1730817900.0,2745.015,2747.008,2741.295,2746.588
1730818800.0,2746.205,2746.424,2736.565,2737.785
1730819700.0,2737.765,2738.455,2733.345,2733.895
1730820600.0,2733.875,2738.715,2732.908,2738.125
1730821500.0,2738.125,2742.105,2737.365,2741.925
1730822400.0,2741.925,2744.425,2740.945,2741.995
1730823300.0,2741.995,2741.995,2737.615,2737.805
1730824200.0,2737.828,2738.655,2736.235,2737.875
1730825100.0,2737.905,2741.155,2737.765,2738.865
1730826000.0,2738.895,2741.905,2738.155,2741.755
1730826900.0,2741.755,2743.585,2741.665,2743.165
1730827800.0,2743.135,2743.485,2740.695,2741.685
1730828700.0,2741.685,2742.795,2741.405,2741.875
1730829600.0,2741.905,2743.785,2741.035,2741.745
1730830500.0,2741.815,2741.925,2739.585,2740.465
1730831400.0,2740.485,2741.255,2739.295,2741.075
1730832300.0,2741.045,2741.925,2740.675,2741.135
1730833200.0,2741.135,2741.425,2739.375,2740.185
1730834100.0,2740.175,2742.145,2739.875,2740.465
1730835000.0,2740.485,2742.115,2739.945,2742.045
1730835900.0,2742.075,2742.125,2740.035,2740.345
1730836800.0,2740.345,2741.805,2739.495,2741.465
1730837700.0,2741.475,2741.765,2740.735,2741.475
1730838600.0,2741.445,2741.765,2740.365,2740.745
1730839500.0,2740.765,2743.375,2740.165,2742.885
1730840400.0,2742.895,2743.655,2742.425,2743.465
1730841300.0,2743.495,2744.705,2743.275,2744.445
1730842200.0,2744.445,2744.725,2743.925,2744.075
1730843100.0,2744.095,2744.135,2743.298,2743.694
1730847600.0,2742.898,2743.855,2741.848,2743.205
1730848500.0,2743.175,2743.785,2742.435,2743.655
1730849400.0,2743.625,2744.805,2742.778,2744.678
1730850300.0,2744.745,2746.215,2744.295,2745.495
1730851200.0,2745.485,2745.498,2741.705,2742.585
1730852100.0,2742.645,2743.465,2735.185,2737.265
1730853000.0,2737.265,2739.915,2736.365,2739.265
1730853900.0,2739.075,2739.984,2736.855,2737.845
1730854800.0,2737.875,2738.795,2732.615,2738.795
1730855700.0,2738.775,2742.615,2738.095,2740.975
1730856600.0,2740.995,2748.205,2740.115,2747.645
1730857500.0,2747.645,2749.605,2744.684,2746.894
1730858400.0,2746.924,2748.205,2742.544,2743.608
1730859300.0,2743.734,2748.078,2743.344,2746.084
1730860200.0,2746.084,2746.084,2739.025,2741.244
1730861100.0,2741.234,2744.928,2736.614,2737.284
1730862000.0,2737.275,2740.988,2735.114,2739.528
1730862900.0,2739.504,2743.368,2730.425,2731.385
1730863800.0,2731.385,2738.125,2730.605,2734.745
1730864700.0,2734.695,2735.605,2732.965,2734.115
1730865600.0,2734.105,2738.745,2733.204,2738.625
1730866500.0,2738.635,2739.155,2736.075,2736.155
1730867400.0,2736.095,2741.045,2736.035,2739.695
1730868300.0,2739.685,2742.895,2739.605,2741.615
1730869200.0,2741.645,2743.438,2738.214,2738.945
1730870100.0,2738.945,2742.405,2738.935,2739.445
1730871000.0,2739.455,2740.255,2736.255,2739.505
1730871900.0,2739.485,2741.118,2738.415,2738.915
1730872800.0,2738.935,2739.205,2731.334,2732.434
1730873700.0,2732.425,2735.565,2715.424,2717.315
1730874600.0,2717.384,2720.538,2701.245,2704.155
1730875500.0,2704.155,2715.004,2703.745,2706.925
1730876400.0,2706.885,2722.155,2703.975,2721.985
1730877300.0,2721.995,2733.055,2720.235,2725.525
1730878200.0,2725.505,2728.695,2719.518,2720.608
1730879100.0,2720.598,2728.095,2720.545,2725.634
1730880000.0,2725.505,2727.805,2723.025,2725.998
1730880900.0,2726.034,2733.598,2725.594,2729.154
1730881800.0,2729.118,2730.575,2726.128,2729.665
1730882700.0,2729.675,2730.755,2722.655,2724.325
1730883600.0,2724.315,2728.445,2721.395,2726.054
1730884500.0,2726.004,2726.215,2719.175,2722.225
1730885400.0,2722.225,2722.325,2716.315,2717.775
1730886300.0,2717.795,2726.025,2716.605,2724.555
1730887200.0,2724.525,2726.595,2722.215,2723.505
1730888100.0,2723.505,2726.945,2722.035,2725.328
1730889000.0,2725.305,2727.105,2721.828,2722.184
1730889900.0,2722.184,2722.315,2718.488,2720.024
1730890800.0,2720.014,2722.575,2719.784,2720.905
1730891700.0,2720.875,2721.185,2710.935,2710.935
1730892600.0,2711.015,2712.545,2704.245,2706.895
1730893500.0,2706.908,2707.885,2695.935,2699.205
1730894400.0,2699.015,2707.545,2698.275,2707.195
1730895300.0,2707.205,2707.885,2698.545,2700.305
1730896200.0,2700.385,2703.135,2693.265,2700.565
1730897100.0,2700.565,2700.895,2695.005,2695.065
1730898000.0,2694.995,2694.995,2681.215,2682.225
1730898900.0,2682.225,2683.385,2675.715,2676.215
1730899800.0,2676.225,2676.395,2658.985,2660.805
1730900700.0,2660.905,2667.285,2660.255,2664.075
1730901600.0,2664.045,2670.244,2656.975,2669.405
1730902500.0,2669.375,2670.225,2659.365,2659.365
1730903400.0,2659.405,2659.855,2652.295,2658.975
1730904300.0,2658.944,2662.185,2652.345,2659.715
1730905200.0,2659.765,2665.825,2657.365,2664.835
1730906100.0,2664.825,2668.595,2661.635,2668.185
1730907000.0,2668.155,2673.985,2666.685,2670.995
1730907900.0,2670.965,2675.825,2670.915,2675.675
1730908800.0,2675.675,2678.095,2667.425,2668.605
1730909700.0,2668.585,2668.715,2662.755,2667.885
1730910600.0,2667.858,2670.325,2665.105,2665.615
1730911500.0,2665.625,2668.015,2665.335,2666.045
1730912400.0,2666.075,2669.005,2664.395,2668.335
1730913300.0,2668.435,2669.185,2666.155,2666.695
1730914200.0,2666.715,2667.615,2664.015,2664.495
1730915100.0,2664.495,2664.905,2661.515,2663.205
1730916000.0,2663.205,2667.435,2662.765,2666.475
1730916900.0,2666.485,2669.385,2665.828,2667.965
1730917800.0,2667.975,2668.225,2664.015,2667.005
1730918700.0,2666.985,2666.985,2664.765,2665.525
1730919600.0,2665.525,2668.425,2664.875,2666.405
1730920500.0,2666.435,2668.145,2665.805,2667.245
1730921400.0,2667.255,2668.095,2665.494,2665.914
1730922300.0,2665.944,2667.344,2665.855,2666.934
1730923200.0,2666.934,2667.635,2664.448,2664.685
1730924100.0,2664.655,2664.815,2662.438,2662.505
1730925000.0,2662.525,2662.895,2659.625,2659.855
1730925900.0,2659.825,2661.455,2659.245,2660.615
1730926800.0,2660.615,2662.225,2660.425,2662.005
1730927700.0,2662.055,2662.365,2659.105,2660.505
1730928600.0,2660.505,2660.895,2659.165,2659.535
1730929500.0,2659.505,2659.545,2658.755,2658.895
1730934000.0,2658.695,2664.135,2658.375,2663.485
1730934900.0,2663.485,2664.155,2662.044,2662.505
1730935800.0,2662.504,2663.215,2661.065,2663.075
1730936700.0,2663.105,2664.085,2662.245,2663.875
1730937600.0,2663.885,2663.968,2661.615,2662.335
1730938500.0,2662.318,2663.165,2660.805,2662.845
1730939400.0,2662.905,2664.075,2661.815,2661.815
1730940300.0,2661.845,2663.315,2660.865,2661.405
1730941200.0,2661.365,2663.885,2655.995,2658.065
1730942100.0,2658.045,2658.445,2643.134,2650.495
1730943000.0,2650.498,2650.815,2645.865,2648.175
1730943900.0,2648.215,2651.035,2648.195,2649.315
1730944800.0,2649.355,2656.385,2649.355,2654.805
1730945700.0,2654.925,2657.125,2653.428,2653.585
1730946600.0,2653.585,2655.815,2651.045,2654.935
1730947500.0,2654.948,2657.418,2653.705,2657.238
1730948400.0,2657.268,2659.308,2655.534,2656.275
1730949300.0,2656.285,2657.985,2655.648,2656.355
1730950200.0,2656.325,2660.554,2656.325,2659.275
1730951100.0,2659.225,2661.105,2658.695,2659.095
1730952000.0,2659.095,2659.475,2656.328,2658.355
1730952900.0,2658.375,2658.625,2656.815,2657.485
1730953800.0,2657.495,2658.145,2655.175,2655.625
1730954700.0,2655.625,2655.955,2653.995,2654.455
1730955600.0,2654.625,2659.074,2654.575,2658.595
1730956500.0,2658.585,2659.525,2657.575,2657.725
1730957400.0,2657.875,2658.905,2656.895,2657.265
1730958300.0,2657.255,2660.545,2656.655,2659.045
1730959200.0,2659.035,2659.325,2652.635,2654.375
1730960100.0,2654.425,2658.435,2654.425,2656.065
1730961000.0,2656.045,2657.435,2654.955,2655.815
1730961900.0,2655.795,2657.105,2654.905,2656.975
1730962800.0,2656.985,2660.935,2656.045,2659.835
1730963700.0,2660.205,2667.505,2660.075,2664.588
1730964600.0,2664.574,2667.155,2663.635,2664.075
1730965500.0,2664.055,2664.965,2662.515,2663.145
1730966400.0,2663.204,2666.188,2661.635,2665.288
1730967300.0,2665.288,2666.585,2662.515,2662.775
1730968200.0,2662.775,2663.145,2660.395,2661.035
1730969100.0,2661.035,2661.325,2657.265,2657.475
1730970000.0,2657.475,2662.965,2657.335,2659.805
1730970900.0,2659.785,2665.945,2659.035,2664.515
1730971800.0,2664.485,2665.135,2662.285,2663.675
1730972700.0,2663.675,2664.395,2661.405,2661.505
1730973600.0,2661.515,2665.185,2659.715,2664.915
1730974500.0,2664.945,2668.035,2664.435,2665.165
1730975400.0,2665.165,2668.075,2664.895,2666.315
1730976300.0,2666.335,2668.255,2666.115,2666.415
1730977200.0,2666.395,2666.765,2663.815,2664.515
1730978100.0,2664.478,2666.518,2663.935,2665.155
1730979000.0,2665.185,2667.008,2664.715,2665.535
1730979900.0,2665.535,2667.964,2663.735,2666.174
1730980800.0,2666.174,2667.328,2664.174,2665.615
1730981700.0,2665.635,2668.645,2664.695,2666.418
1730982600.0,2666.408,2670.575,2666.348,2670.115
1730983500.0,2670.105,2674.015,2669.595,2673.515
1730984400.0,2673.515,2678.555,2672.295,2677.625
1730985300.0,2677.595,2683.028,2674.758,2681.215
1730986200.0,2681.215,2683.965,2678.005,2683.325
1730987100.0,2683.345,2685.035,2682.035,2684.475
1730988000.0,2684.475,2686.625,2682.205,2683.305
1730988900.0,2683.305,2690.875,2683.305,2689.915
1730989800.0,2689.965,2694.485,2687.975,2690.628
1730990700.0,2690.725,2694.885,2689.144,2691.685
1730991600.0,2691.655,2696.695,2690.015,2695.795
1730992500.0,2695.805,2699.785,2693.444,2698.775
1730993400.0,2698.775,2700.038,2695.355,2698.545
1730994300.0,2698.545,2699.135,2695.818,2698.725
1730995200.0,2698.695,2699.355,2695.255,2697.015
1730996100.0,2696.995,2697.395,2690.595,2691.815
1730997000.0,2691.825,2697.475,2691.825,2696.805
1730997900.0,2696.825,2697.115,2693.425,2695.635
1730998800.0,2695.645,2698.215,2694.135,2697.995
1730999700.0,2698.015,2699.535,2697.345,2699.125
1731000600.0,2699.155,2700.015,2698.075,2699.245
1731001500.0,2699.295,2700.225,2698.045,2699.235
1731002400.0,2699.235,2699.255,2696.344,2696.505
1731003300.0,2696.505,2698.605,2695.815,2698.005
1731004200.0,2698.015,2699.298,2696.665,2696.965
1731005100.0,2696.955,2696.955,2693.835,2694.958
1731006000.0,2694.958,2697.748,2688.565,2692.755
1731006900.0,2692.845,2694.135,2689.925,2690.405
1731007800.0,2690.395,2695.575,2687.405,2690.985
1731008700.0,2690.985,2695.885,2690.145,2694.175
1731009600.0,2694.195,2705.308,2692.715,2704.855
1731010500.0,2704.855,2710.244,2704.705,2707.084
1731011400.0,2707.084,2708.525,2703.065,2703.495
1731012300.0,2703.515,2704.775,2701.905,2704.284
1731013200.0,2704.284,2706.435,2703.515,2704.645
1731014100.0,2704.645,2707.275,2704.575,2706.025
1731015000.0,2706.055,2708.205,2705.985,2707.925
1731015900.0,2707.915,2708.405,2705.835,2705.995
1731020400.0,2705.788,2705.788,2703.865,2704.575
1731021300.0,2704.608,2706.245,2704.525,2705.935
1731022200.0,2705.905,2707.855,2705.875,2706.315
1731023100.0,2706.345,2706.965,2705.245,2706.785
1731024000.0,2706.735,2709.105,2706.735,2708.635
1731024900.0,2708.615,2710.235,2707.935,2708.955
1731025800.0,2708.935,2709.945,2707.765,2708.535
1731026700.0,2708.535,2708.565,2705.435,2706.185
1731027600.0,2706.185,2707.465,2699.385,2699.605
1731028500.0,2699.555,2702.315,2699.408,2701.428
1731029400.0,2701.475,2702.565,2699.015,2700.815
1731030300.0,2700.785,2702.695,2699.345,2699.675
1731031200.0,2699.685,2699.795,2694.945,2698.234
1731032100.0,2698.225,2699.995,2698.225,2699.575
1731033000.0,2699.595,2700.895,2696.618,2696.765
1731033900.0,2696.755,2698.015,2696.028,2697.375
1731034800.0,2697.375,2700.338,2696.158,2699.965
1731035700.0,2700.008,2700.285,2695.265,2695.355
1731036600.0,2695.385,2696.624,2694.185,2694.338
1731037500.0,2694.215,2695.965,2693.928,2695.035
1731038400.0,2695.004,2695.265,2693.795,2695.145
1731039300.0,2695.155,2695.958,2693.675,2693.804
1731040200.0,2693.814,2695.915,2693.125,2693.865
1731041100.0,2693.865,2694.975,2693.408,2693.424
1731042000.0,2693.415,2695.598,2693.415,2695.025
1731042900.0,2695.035,2696.058,2694.548,2695.528
1731043800.0,2695.565,2696.165,2694.468,2694.758
1731044700.0,2694.604,2695.965,2693.835,2695.055
1731045600.0,2695.055,2695.658,2689.0,2690.505
1731046500.0,2690.505,2691.795,2686.584,2686.858
1731047400.0,2686.885,2687.745,2685.845,2686.955
1731048300.0,2686.935,2689.025,2686.155,2686.275
1731049200.0,2686.265,2686.265,2683.045,2683.075
1731050100.0,2683.105,2685.318,2680.215,2683.115
1731051000.0,2683.105,2686.385,2681.725,2686.295
1731051900.0,2686.305,2687.745,2685.025,2687.295
1731052800.0,2687.315,2688.595,2681.865,2684.965
1731053700.0,2684.965,2688.065,2683.505,2687.755
1731054600.0,2687.765,2691.705,2685.505,2686.025
1731055500.0,2685.985,2689.855,2685.715,2688.585
1731056400.0,2688.585,2690.845,2687.755,2690.805
1731057300.0,2690.805,2690.905,2687.125,2689.245
1731058200.0,2689.225,2689.945,2686.994,2688.795
1731059100.0,2688.785,2689.638,2686.935,2689.185
1731060000.0,2689.225,2689.245,2685.455,2686.765
1731060900.0,2686.775,2687.145,2682.0,2685.145
1731061800.0,2685.165,2687.855,2684.558,2687.735
1731062700.0,2687.635,2688.705,2686.175,2688.475
1731063600.0,2688.485,2689.315,2686.595,2688.235
1731064500.0,2688.304,2689.095,2687.614,2688.704
1731065400.0,2688.724,2693.835,2688.334,2693.085
1731066300.0,2693.058,2694.815,2690.935,2691.795
1731067200.0,2691.765,2691.995,2689.005,2689.595
1731068100.0,2689.595,2690.815,2686.085,2688.395
1731069000.0,2688.395,2690.615,2688.325,2689.765
1731069900.0,2689.795,2692.978,2689.675,2691.795
1731070800.0,2691.775,2691.925,2687.775,2690.995
1731071700.0,2691.025,2695.445,2690.185,2695.015
1731072600.0,2695.015,2696.415,2690.368,2694.675
1731073500.0,2694.665,2700.965,2694.565,2697.425
1731074400.0,2697.445,2703.935,2695.775,2700.368
1731075300.0,2700.348,2700.775,2696.425,2696.475
1731076200.0,2696.565,2699.675,2691.195,2691.235
1731077100.0,2691.205,2693.585,2687.645,2691.328
1731078000.0,2691.235,2692.188,2683.725,2685.405
1731078900.0,2685.405,2691.625,2683.275,2690.105
1731079800.0,2690.095,2692.705,2688.035,2688.505
1731080700.0,2688.535,2689.465,2685.875,2687.355
1731081600.0,2687.355,2687.425,2685.045,2685.788
1731082500.0,2685.785,2687.168,2684.515,2686.958
1731083400.0,2686.975,2689.165,2683.715,2687.715
1731084300.0,2687.758,2688.668,2682.785,2683.155
1731085200.0,2683.155,2687.178,2683.155,2686.585
1731086100.0,2686.635,2688.428,2686.105,2686.315
1731087000.0,2686.305,2688.135,2685.335,2685.905
1731087900.0,2685.875,2688.365,2685.455,2687.778
1731088800.0,2687.778,2688.645,2686.728,2688.065
1731089700.0,2688.065,2688.658,2686.375,2686.475
1731090600.0,2686.555,2686.925,2683.745,2684.325
1731091500.0,2684.335,2685.245,2683.798,2684.815
1731092400.0,2684.865,2685.508,2683.795,2683.815
1731093300.0,2683.795,2684.788,2683.165,2683.725
1731094200.0,2683.705,2686.335,2683.685,2685.485
1731095100.0,2685.475,2687.375,2685.395,2686.925
1731096000.0,2686.884,2688.105,2685.665,2686.575
